game_dt,game_time_est,home_team_ind,team_id,team_name,team,team_lat,team_lon,opp_id,opp_name,opp,opp_lat,opp_lon,team_travel_m,team_travel_km,team_travel_mi,game_id,route_order
2020-08-09T00:00:00Z,2:00,0,MEM,Memphis Grizzlies,Grizzlies,35.1381,-90.0506,TOR,Toronto Raptors,Raptors,43.6435,-79.3791,1316691.623853,1316.691623853,818.153991005162,MEM_TOR,1
2020-08-11T00:00:00Z,6:30,1,MEM,Memphis Grizzlies,Grizzlies,35.1381,-90.0506,BOS,Boston Celtics,Celtics,42.3662,-71.0621,0,0,0,MEM_BOS,2
2020-08-13T00:00:00Z,,1,MEM,Memphis Grizzlies,Grizzlies,35.1381,-90.0506,MIL,Milwaukee Bucks,Bucks,43.0451,-87.9174,0,0,0,MEM_MIL,2
2020-07-31T00:00:00Z,2:30,0,ORL,Orlando Magic,Magic,28.5392,-81.3839,BKN,Brooklyn Nets,Nets,40.6826,-73.9754,1511179.41935329,1511.17941935329,939.003066982972,ORL_BKN,1
2020-08-02T00:00:00Z,6:00,1,ORL,Orlando Magic,Magic,28.5392,-81.3839,SAC,Sacramento Kings,Kings,38.5802,-121.4997,0,0,0,ORL_SAC,2
2020-08-04T00:00:00Z,6:00,0,ORL,Orlando Magic,Magic,28.5392,-81.3839,IND,Indiana Pacers,Pacers,39.764,-86.1555,1324033.06259078,1324.03306259078,822.715748135096,ORL_IND,1
2020-08-05T00:00:00Z,8:00,1,ORL,Orlando Magic,Magic,28.5392,-81.3839,TOR,Toronto Raptors,Raptors,43.6435,-79.3791,0,0,0,ORL_TOR,2
2020-08-07T00:00:00Z,6:30,0,ORL,Orlando Magic,Magic,28.5392,-81.3839,PHI,Philadelphia 76ers,76ers,39.900663064,-75.169832654,1387122.74485301,1387.12274485301,861.917847092059,ORL_PHI,1
2020-08-09T00:00:00Z,5:00,0,ORL,Orlando Magic,Magic,28.5392,-81.3839,BOS,Boston Celtics,Celtics,42.3662,-71.0621,1798246.48185002,1798.24648185002,1117.37821467363,ORL_BOS,1
2020-08-11T00:00:00Z,1:00,1,ORL,Orlando Magic,Magic,28.5392,-81.3839,BKN,Brooklyn Nets,Nets,40.6826,-73.9754,0,0,0,ORL_BKN,2
